task,subphase,n,start,end,rep
BERSIAP,,14,0.125,5.115,
NGEED,TURUN,14,5.115,8.115,1.0
NGEED,TAHAN,8,8.115,10.1145,1.0
NGEED,NAIK,18,10.1145,13.114,1.0
BERDIRI RILEKS,,21,13.114,21.155,
NGEED,TURUN,14,21.155,24.1545,2.0
NGEED,TAHAN,7,24.1545,26.119,2.0
NGEED,NAIK,20,26.119,29.167,2.0
BERDIRI RILEKS,,19,29.167,37.152,
AGEM KANAN,TURUN,14,37.152,40.1515,1.0
AGEM KANAN,TAHAN,8,40.1515,42.1515,1.0
AGEM KANAN,NAIK,19,42.1515,45.1715,1.0
BERDIRI RILEKS,,19,45.1715,53.147000000000006,
AGEM KANAN,TURUN,15,53.147000000000006,56.184,2.0
AGEM KANAN,TAHAN,8,56.184,58.149,2.0
AGEM KANAN,NAIK,19,58.149,61.2035,2.0
BERDIRI RILEKS,,19,61.2035,69.182,
AGEM KIRI,TURUN,15,69.182,72.216,1.0
AGEM KIRI,TAHAN,7,72.216,74.181,1.0
AGEM KIRI,NAIK,18,74.181,77.20150000000001,1.0
BERDIRI RILEKS,,19,77.20150000000001,85.214,
AGEM KIRI,TURUN,14,85.214,88.22049999999999,2.0
AGEM KIRI,TAHAN,8,88.22049999999999,90.214,2.0
AGEM KIRI,NAIK,18,90.214,93.31700000000001,2.0
ISTIRAHAT UTAMA,,364,93.31700000000001,273.193,
BERSIAP,,10,276.095,278.248,
NGEED,TURUN,14,278.248,281.248,3.0
NGEED,TAHAN,14,281.248,284.2475,3.0
NGEED,NAIK,11,284.2475,286.25350000000003,3.0
BERDIRI RILEKS,,21,286.25350000000003,294.2175,
NGEED,TURUN,15,294.2175,297.2445,4.0
NGEED,TAHAN,8,297.2445,299.251,4.0
NGEED,NAIK,19,299.251,302.2785,4.0
BERDIRI RILEKS,,20,302.2785,310.2845,
AGEM KANAN,TURUN,14,310.2845,313.284,3.0
AGEM KANAN,TAHAN,14,313.284,316.2835,3.0
AGEM KANAN,NAIK,11,316.2835,318.283,3.0
BERDIRI RILEKS,,21,318.283,326.317,
AGEM KANAN,TURUN,14,326.317,329.2815,4.0
AGEM KANAN,TAHAN,8,329.2815,331.31600000000003,4.0
AGEM KANAN,NAIK,18,331.31600000000003,334.30150000000003,4.0
BERDIRI RILEKS,,20,334.30150000000003,342.31399999999996,
AGEM KIRI,TURUN,14,342.31399999999996,345.31399999999996,3.0
AGEM KIRI,TAHAN,8,345.31399999999996,347.3135,3.0
AGEM KIRI,NAIK,18,347.3135,350.3135,3.0
BERDIRI RILEKS,,20,350.3135,358.347,
AGEM KIRI,TURUN,14,358.347,361.346,4.0
AGEM KIRI,TAHAN,14,361.346,364.346,4.0
AGEM KIRI,NAIK,14,364.346,366.437,4.0
BERDIRI FOKUS MATA TERBUKA,,61,366.437,396.5215,
BERDIRI ISTIRAHAT,,36,396.5215,411.5885,
BERDIRI MATA TERTUTUP,,62,411.5885,441.501,
