frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
15,0.5,"ey
37
",UNKNOWN,
30,1.0,"lan
s)
",UNKNOWN,
37,1.236,"lan
4)
",UNKNOWN,
41,1.368,"lan
4)
",UNKNOWN,
42,1.41,"=m
BERSIAP
)
",BERSIAP,
43,1.438,"=m
BERSIAP
)
",BERSIAP,
45,1.507,"=m
BERSIAP
)
",BERSIAP,
60,2.001,"=""
BERSIAP
)
",BERSIAP,
75,2.507,"=
BERSIAP
@)
",BERSIAP,
90,3.008,"=
BERSIAP
@)
",BERSIAP,
105,3.507,"=
BERSIAP
(2)
",BERSIAP,
120,4.007,"=""
BERSIAP
2)
",BERSIAP,
123,4.118,"=e
BERSIAP
",BERSIAP,
125,4.173,"Son
BERSIAP
",BERSIAP,
126,4.201,"al
Near,
",UNKNOWN,
127,4.243,"Beas
ie,
",UNKNOWN,
135,4.507,"Beas
FD
",UNKNOWN,
150,5.007,"Beas
FD
",UNKNOWN,
153,5.104,"Beas
FD
",UNKNOWN,
154,5.131,"NGEED
~
1
TURUN
",NGEED,TURUN
155,5.173,"NGEED
~
1
TURUN
",NGEED,TURUN
157,5.243,"NGEED
~
1
TURUN
",NGEED,TURUN
165,5.506,"NGEED
~
1
TURUN
",NGEED,TURUN
180,6.007,"NGEED
~
1
TURUN
",NGEED,TURUN
195,6.506,"NGEED
2
TURUN
",NGEED,TURUN
210,7.007,"NGEED
2
TURUN
",NGEED,TURUN
213,7.103,"NGEED
2
TURUN
",NGEED,TURUN
214,7.131,"NGEED
TURUN
",NGEED,TURUN
215,7.173,"NGEED
3)
",NGEED,
217,7.242,"NGEED
3)
",NGEED,
225,7.506,"NGEED
3)
",NGEED,
240,8.007,"NGEED
3)
",NGEED,
243,8.103,"NGEED
3)
",NGEED,
244,8.145,"NGEED
+)
TAHAN
",NGEED,TAHAN
245,8.173,"NGEED
+)
TAHAN
",NGEED,TAHAN
247,8.242,"NGEED
>
TAHAN
",NGEED,TAHAN
255,8.506,"NGEED
>
TAHAN
",NGEED,TAHAN
270,9.021,"NGEED
>
TAHAN
",NGEED,TAHAN
285,9.52,"NGEED
TAHAN
",NGEED,TAHAN
300,10.006,"NGEED
TAHAN
",NGEED,TAHAN
303,10.103,"NGEED
TAHAN
",NGEED,TAHAN
304,10.131,"NGEED
NAIK )
",NGEED,NAIK
305,10.172,"NGEED
",NGEED,
307,10.242,"NGEED
",NGEED,
315,10.505,"NGEED
2
",NGEED,
330,11.006,"NGEED
2
",NGEED,
333,11.103,"NGEED
2
",NGEED,
334,11.144,"NGEED
QD
NAIK
",NGEED,NAIK
335,11.172,"NGEED
)
NAIK
",NGEED,NAIK
337,11.241,"NGEED
(z)
NAIK
",NGEED,NAIK
345,11.505,"NGEED
(2)
NAIK
",NGEED,NAIK
360,12.006,"NGEED
(2)
NAIK
",NGEED,NAIK
363,12.103,"NGEED
(2)
NAIK
",NGEED,NAIK
364,12.144,"NGEED
(2)
",NGEED,
365,12.172,"NGEED
(2)
",NGEED,
367,12.242,"NGEED
(2)
",NGEED,
375,12.505,"NGEED
",NGEED,
390,13.006,"NGEED
",NGEED,
393,13.103,"NGEED
",NGEED,
394,13.144,"BERDIRI RILEKS
a,
| 8 |
SZ
",BERDIRI RILEKS,
395,13.172,"BERDIRI RILEKS
(g
7
",BERDIRI RILEKS,
397,13.241,"BERDIRI RILEKS
(g
7
",BERDIRI RILEKS,
405,13.505,"BERDIRI RILEKS
fo»
8 |
V7
",BERDIRI RILEKS,
420,14.006,"BERDIRI RILEKS
fo»
8 |
V7
",BERDIRI RILEKS,
435,14.505,"BERDIRI RILEKS
{om
| 7 |
Va /
",BERDIRI RILEKS,
450,15.005,"BERDIRI RILEKS
{om
| 7 |
Va /
",BERDIRI RILEKS,
465,15.505,"BERDIRI RILEKS
(6
Nee
",BERDIRI RILEKS,
480,16.005,"BERDIRI RILEKS
(6
Nee
",BERDIRI RILEKS,
495,16.505,"BERDIRI RILEKS
(5 \
Nee
",BERDIRI RILEKS,
510,17.005,"BERDIRI RILEKS
(5 \
Nee
",BERDIRI RILEKS,
525,17.505,"BERDIRI RILEKS
f.»
| 4 |
Vey
",BERDIRI RILEKS,
540,18.005,"BERDIRI RILEKS
f.»
| 4 |
Vey
",BERDIRI RILEKS,
555,18.504,"BERDIRI RILEKS
(3
Nee
",BERDIRI RILEKS,
570,19.005,"BERDIRI RILEKS
(3
Nee
",BERDIRI RILEKS,
585,19.504,"BERDIRI RILEKS
(2
Yey
",BERDIRI RILEKS,
600,20.005,"BERDIRI RILEKS
(2
Nee
",BERDIRI RILEKS,
615,20.504,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
630,21.005,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
633,21.101,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
634,21.143,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
635,21.171,"NGEED
~
1
TURUN
",NGEED,TURUN
637,21.24,"NGEED
~
1
TURUN
",NGEED,TURUN
645,21.504,"NGEED
~
1
TURUN
",NGEED,TURUN
660,22.005,"NGEED
~
1
TURUN
",NGEED,TURUN
675,22.504,"NGEED
2 \
TURUN
",NGEED,TURUN
690,23.004,"NGEED
2
TURUN
",NGEED,TURUN
693,23.101,"NGEED
2
TURUN
",NGEED,TURUN
694,23.143,"NGEED
2
TURUN
",NGEED,TURUN
695,23.171,"NGEED
3)
",NGEED,
697,23.24,"NGEED
3)
",NGEED,
705,23.504,"NGEED
3)
",NGEED,
720,24.004,"NGEED
3)
",NGEED,
723,24.101,"NGEED
3)
",NGEED,
724,24.143,"NGEED
3)
",NGEED,
