participant_id,task,rep,phase,compliance,latency_hud,phase_source,band,channel,erd_pct,phase_dur,phase_ptp_uv,ptp_ratio_vs_baseline,is_simulated,interpolated
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,theta,C3,-69.65435242407975,2.0,24.2,0.58,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,theta,C4,-51.81569752536877,2.0,60.1,0.58,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,theta,P3,-52.669288674863836,2.0,100.5,0.61,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,theta,P4,-21.607382562562876,2.0,63.1,0.69,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,theta,O1,-77.42763709723086,2.0,163.7,0.54,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,theta,O2,6.975743516119545,2.0,76.2,0.99,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,theta,F3,-79.57607564385414,2.0,21.5,0.33,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,theta,F4,-50.62523462697814,2.0,68.6,0.66,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,mu,C3,-39.161887151245985,2.0,24.2,0.58,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,mu,C4,-60.420522991434225,2.0,60.1,0.58,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,mu,P3,-76.71625897184562,2.0,100.5,0.61,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,mu,P4,-21.307632404978158,2.0,63.1,0.69,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,mu,O1,-74.95085791037424,2.0,163.7,0.54,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,mu,O2,73.25307419425059,2.0,76.2,0.99,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,mu,F3,-66.85598977972333,2.0,21.5,0.33,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,mu,F4,-9.085738983002122,2.0,68.6,0.66,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,beta,C3,-58.59143250542518,2.0,24.2,0.58,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,beta,C4,-36.26075616766646,2.0,60.1,0.58,False,False
P37,AGEM KANAN,2,PRA,ok,1.3885000000000005,video,beta,P3,-57.815354987578175,2.0,100.5,0.61,False,False
