participant_id,task,rep,phase,compliance,latency_hud,phase_source,band,channel,erd_pct,phase_dur,phase_ptp_uv,ptp_ratio_vs_baseline,is_simulated,interpolated
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,theta,C3,-7.015902555159398,2.0,75.7,1.07,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,theta,C4,-37.60388645490937,2.0,55.8,0.59,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,theta,P3,-46.16626742216339,2.0,71.3,0.64,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,theta,P4,-22.57762967268115,2.0,86.6,0.84,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,theta,O1,-32.94450162252793,2.0,157.0,0.71,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,theta,O2,-71.99210740537224,2.0,89.2,0.67,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,theta,F3,28.967951507254433,2.0,54.1,1.15,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,theta,F4,-75.28501141267093,2.0,71.5,0.61,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,mu,C3,-1.133198112186706,2.0,75.7,1.07,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,mu,C4,78.34970323881733,2.0,55.8,0.59,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,mu,P3,14.660734944629375,2.0,71.3,0.64,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,mu,P4,-51.880611894659886,2.0,86.6,0.84,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,mu,O1,-0.029636371356256175,2.0,157.0,0.71,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,mu,O2,-33.64919735957078,2.0,89.2,0.67,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,mu,F3,17.332027574822778,2.0,54.1,1.15,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,mu,F4,-39.80219254421174,2.0,71.5,0.61,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,beta,C3,3.361692362588422,2.0,75.7,1.07,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,beta,C4,36.05988144880577,2.0,55.8,0.59,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,beta,P3,-26.660852071921255,2.0,71.3,0.64,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,beta,P4,-59.618571304048125,2.0,86.6,0.84,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,beta,O1,23.5384301627566,2.0,157.0,0.71,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,beta,O2,-15.190183038266271,2.0,89.2,0.67,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,beta,F3,-0.35127358633377676,2.0,54.1,1.15,False,False
P03,AGEM KANAN,1,PRA,hud_fallback,1.132000000000005,hud_fallback,beta,F4,11.482198069758024,2.0,71.5,0.61,False,False
P03,AGEM KANAN,1,TURUN,hud_fallback,1.132000000000005,hud_fallback,theta,C3,547.812858275251,3.0,214.1,3.03,False,False
P03,AGEM KANAN,1,TURUN,hud_fallback,1.132000000000005,hud_fallback,theta,C4,1264.112352793684,3.0,461.4,4.9,False,False
P03,AGEM KANAN,1,TURUN,hud_fallback,1.132000000000005,hud_fallback,theta,P3,768.4398595262579,3.0,301.8,2.7,False,False
P03,AGEM KANAN,1,TURUN,hud_fallback,1.132000000000005,hud_fallback,theta,P4,2287.7131284390803,3.0,420.0,4.06,False,False
P03,AGEM KANAN,1,TURUN,hud_fallback,1.132000000000005,hud_fallback,theta,O1,1195.591855369636,3.0,596.6,2.71,False,False
