participant_id,task,rep,phase,compliance,latency_hud,phase_source,band,channel,erd_pct,phase_dur,phase_ptp_uv,ptp_ratio_vs_baseline,is_simulated,interpolated
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,theta,C3,926.9205219871349,2.0,251.4,3.23,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,theta,C4,7985.2539328553885,2.0,406.9,6.78,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,theta,P3,1105.933110160879,2.0,266.3,4.56,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,theta,P4,963.120122975877,2.0,355.6,3.81,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,theta,O1,9883.4766753324,2.0,392.7,8.27,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,theta,O2,432.3286051068707,2.0,305.0,2.53,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,theta,F3,985.7275681018926,2.0,289.8,4.31,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,theta,F4,1151.1336988621742,2.0,431.9,3.66,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,mu,C3,857.9787304561536,2.0,251.4,3.23,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,mu,C4,3405.8279265946235,2.0,406.9,6.78,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,mu,P3,2415.6200884949167,2.0,266.3,4.56,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,mu,P4,111.46220149515047,2.0,355.6,3.81,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,mu,O1,9026.777767890148,2.0,392.7,8.27,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,mu,O2,758.5154727167703,2.0,305.0,2.53,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,mu,F3,1322.149006927572,2.0,289.8,4.31,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,mu,F4,1394.8471308582766,2.0,431.9,3.66,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,beta,C3,908.9203854428642,2.0,251.4,3.23,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,beta,C4,2497.6691720809195,2.0,406.9,6.78,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,beta,P3,1335.1293372351697,2.0,266.3,4.56,False,False
P38,AGEM KIRI,2,PRA,ok,1.617999999999995,video,beta,P4,153.19672296589087,2.0,355.6,3.81,False,False
