participant_id,task,rep,phase,compliance,latency_hud,phase_source,band,channel,erd_pct,phase_dur,phase_ptp_uv,ptp_ratio_vs_baseline,is_simulated,interpolated
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,theta,C3,41.74387923403681,2.0,161.5,1.41,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,theta,C4,1912.4813424256595,2.0,669.3,4.08,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,theta,P3,4.261765889446888,2.0,171.6,1.58,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,theta,P4,2650.7185979807628,2.0,734.4,6.15,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,theta,O1,141.69503299983043,2.0,201.3,1.67,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,theta,O2,664.1326904517839,2.0,376.3,2.28,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,theta,F3,20.12443065811314,2.0,131.8,1.05,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,theta,F4,3881.9906663910224,2.0,870.1,7.95,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,mu,C3,167.62857069466762,2.0,161.5,1.41,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,mu,C4,7010.858280022476,2.0,669.3,4.08,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,mu,P3,313.87815198646103,2.0,171.6,1.58,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,mu,P4,12219.604665535351,2.0,734.4,6.15,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,mu,O1,232.77220605680967,2.0,201.3,1.67,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,mu,O2,1931.0394521329786,2.0,376.3,2.28,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,mu,F3,143.09031222302235,2.0,131.8,1.05,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,mu,F4,10494.00167639252,2.0,870.1,7.95,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,beta,C3,64.23289192112117,2.0,161.5,1.41,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,beta,C4,2531.38757019722,2.0,669.3,4.08,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,beta,P3,30.45411035929705,2.0,171.6,1.58,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,beta,P4,2556.8663305242358,2.0,734.4,6.15,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,beta,O1,32.45567161738776,2.0,201.3,1.67,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,beta,O2,980.0183879530741,2.0,376.3,2.28,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,beta,F3,134.88317610232318,2.0,131.8,1.05,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,beta,F4,3057.3553175683787,2.0,870.1,7.95,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,theta,C3,459.5572246627006,2.012999999999998,359.7,3.13,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,theta,C4,1704.8219478588373,2.012999999999998,456.8,2.78,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,theta,P3,1390.9453805730438,2.012999999999998,736.0,6.79,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,theta,P4,4157.098751091854,2.012999999999998,635.4,5.32,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,theta,O1,516.5213021688269,2.012999999999998,338.3,2.8,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,theta,O2,1916.2062838124905,2.012999999999998,526.1,3.18,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,theta,F3,898.7100827161598,2.012999999999998,419.3,3.34,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,theta,F4,1119.971345091752,2.012999999999998,320.2,2.92,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,mu,C3,576.2553162703962,2.012999999999998,359.7,3.13,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,mu,C4,4032.6324096302587,2.012999999999998,456.8,2.78,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,mu,P3,2711.7809783691187,2.012999999999998,736.0,6.79,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,mu,P4,6534.847773863523,2.012999999999998,635.4,5.32,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,mu,O1,1587.6876742773168,2.012999999999998,338.3,2.8,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,mu,O2,5869.837682324349,2.012999999999998,526.1,3.18,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,mu,F3,1926.0576051185603,2.012999999999998,419.3,3.34,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,mu,F4,3943.7645373426285,2.012999999999998,320.2,2.92,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,beta,C3,812.7859287590513,2.012999999999998,359.7,3.13,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,beta,C4,9670.679380471352,2.012999999999998,456.8,2.78,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,beta,P3,2734.3897350431653,2.012999999999998,736.0,6.79,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,beta,P4,5522.728188514674,2.012999999999998,635.4,5.32,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,beta,O1,1143.7894916450493,2.012999999999998,338.3,2.8,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,beta,O2,7639.505774502313,2.012999999999998,526.1,3.18,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,beta,F3,2180.8447008356006,2.012999999999998,419.3,3.34,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,beta,F4,4627.935939970128,2.012999999999998,320.2,2.92,False,False
