participant_id,task,rep,phase,compliance,latency_hud,phase_source,band,channel,erd_pct,phase_dur,phase_ptp_uv,ptp_ratio_vs_baseline,is_simulated,interpolated
P02,NGEED,2,PRA,ok,1.375,video,theta,C3,221.0110107142362,2.0,287.9,1.72,False,False
P02,NGEED,2,PRA,ok,1.375,video,theta,C4,12.480762671614546,2.0,106.3,0.86,False,False
P02,NGEED,2,PRA,ok,1.375,video,theta,P3,132.57750615540826,2.0,255.4,1.49,False,True
P02,NGEED,2,PRA,ok,1.375,video,theta,P4,28.34354429068664,2.0,291.1,1.81,False,True
P02,NGEED,2,PRA,ok,1.375,video,theta,O1,285.0990383300193,2.0,207.7,1.6,False,False
P02,NGEED,2,PRA,ok,1.375,video,theta,O2,86.91641107442767,2.0,350.7,1.92,False,False
P02,NGEED,2,PRA,ok,1.375,video,theta,F3,373.85256757843985,2.0,337.8,2.36,False,False
P02,NGEED,2,PRA,ok,1.375,video,theta,F4,10.978259780512978,2.0,140.4,1.57,False,False
P02,NGEED,2,PRA,ok,1.375,video,mu,C3,-42.49312240861837,2.0,287.9,1.72,False,False
P02,NGEED,2,PRA,ok,1.375,video,mu,C4,58.98003935888049,2.0,106.3,0.86,False,False
P02,NGEED,2,PRA,ok,1.375,video,mu,P3,-1.2447629181394417,2.0,255.4,1.49,False,True
P02,NGEED,2,PRA,ok,1.375,video,mu,P4,164.04492194186074,2.0,291.1,1.81,False,True
P02,NGEED,2,PRA,ok,1.375,video,mu,O1,87.25834145915204,2.0,207.7,1.6,False,False
P02,NGEED,2,PRA,ok,1.375,video,mu,O2,174.8581709662972,2.0,350.7,1.92,False,False
P02,NGEED,2,PRA,ok,1.375,video,mu,F3,-21.219967178360864,2.0,337.8,2.36,False,False
P02,NGEED,2,PRA,ok,1.375,video,mu,F4,153.13839785142108,2.0,140.4,1.57,False,False
P02,NGEED,2,PRA,ok,1.375,video,beta,C3,-34.38791372405728,2.0,287.9,1.72,False,False
P02,NGEED,2,PRA,ok,1.375,video,beta,C4,49.38787473962026,2.0,106.3,0.86,False,False
P02,NGEED,2,PRA,ok,1.375,video,beta,P3,20.327786544698174,2.0,255.4,1.49,False,True
P02,NGEED,2,PRA,ok,1.375,video,beta,P4,77.35708059105916,2.0,291.1,1.81,False,True
P02,NGEED,2,PRA,ok,1.375,video,beta,O1,30.834181230011286,2.0,207.7,1.6,False,False
P02,NGEED,2,PRA,ok,1.375,video,beta,O2,386.5840679036955,2.0,350.7,1.92,False,False
