task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,5.1205,8.1205,10.1205,13.1205,0.0009999999999994458,7.537,9.064,11.133,12.466,59.39537353515624,7.353,2.1431884765625,1.0,ok,video,2.135,lengan,,False,2.1799999999999997,NGEED,1,,78.17634582519531,False,
NGEED,2,21.1525,24.1525,26.1525,29.1525,0.03549999999999898,23.271,24.798,27.534,28.34,61.10711364746095,23.06975,1.846527099609375,1.0,ok,video,15.272,lengan,0.20912994624986866,False,2.1799999999999997,NGEED,2,,129.4532928466797,False,
AGEM KANAN,1,37.1515,40.1515,42.1515,45.1515,0.00549999999999784,39.671,41.337,43.67,44.531,45.506805419921875,39.57025,2.03466796875,0.9555555555555556,ok,video,34.533,lengan,0.20644367800521338,False,2.1799999999999997,AGEM KANAN,1,,-45.100738525390625,False,
AGEM KANAN,2,53.155,56.155,58.155,61.155,0.027000000000001023,55.335,57.196,59.876,60.529,49.92425537109375,55.00175,2.54229736328125,0.9666666666666667,ok,video,54.335,lengan,0.13210014193865463,True,2.1799999999999997,AGEM KANAN,2,,-0.685028076171875,False,
AGEM KIRI,1,69.187,72.187,74.187,77.187,0.034000000000006025,71.472,73.804,75.207,76.332,59.3963623046875,71.35749999999999,1.962066650390625,1.0,ok,video,71.472,batang_tubuh,0.17306478960078098,True,2.1799999999999997,AGEM KIRI,1,,96.25990295410156,False,
AGEM KIRI,2,85.21950000000001,88.21950000000001,90.21950000000001,93.21950000000001,0.0005000000000165983,87.663,89.469,91.33,92.33,65.26763916015625,87.5275,2.060302734375,1.0,ok,video,86.539,lengan,0.13438413234269575,True,2.1799999999999997,AGEM KIRI,2,,100.81854248046875,False,
NGEED,3,278.274,281.274,283.274,286.274,0.9780000000000086,280.329,281.606,284.064,285.536,50.44169616699219,280.17625,1.59014892578125,1.0,ok,video,279.607,lengan,0.10757568561659438,True,2.1799999999999997,NGEED,3,,8.647491455078125,False,
NGEED,4,294.216,297.216,299.216,302.216,0.033999999999991815,295.868,298.271,299.937,301.464,81.01336669921875,295.618,2.599090576171875,1.0,ok,video,289.202,lengan,0.3571278430344385,False,2.1799999999999997,NGEED,4,,117.92955017089844,False,
AGEM KANAN,3,310.2825,313.2825,315.2825,318.2825,0.999499999999955,312.671,313.338,313.796,317.601,35.30748901367184,312.605,2.36871337890625,1.0,short_hold,video,304.395,lengan,1.2369495878753547,False,2.1799999999999997,AGEM KANAN,3,,35.729827880859375,False,
AGEM KANAN,4,326.31550000000004,329.31550000000004,331.31550000000004,334.31550000000004,0.03550000000007003,328.003,330.863,332.404,333.862,72.07415771484375,327.70475,2.253997802734375,0.9944444444444445,ok,video,328.003,batang_tubuh,0.13874217415568105,True,2.1799999999999997,AGEM KANAN,4,,16.996063232421875,False,
AGEM KIRI,3,342.3195,345.3195,347.3195,350.3195,0.0004999999999881766,344.403,345.805,348.735,349.527,76.62101440429689,344.18800000000005,2.2930908203125,0.9944444444444445,ok,video,339.139,lengan,0.5837729885490098,False,2.1799999999999997,AGEM KIRI,3,,93.92221069335938,False,
AGEM KIRI,4,358.352,361.352,363.352,366.352,0.9990000000000236,360.664,361.872,364.469,365.33,60.8707336425781,360.546,2.592315673828125,1.0,ok,video,352.804,lengan,0.24537050359964718,False,2.1799999999999997,AGEM KIRI,4,,44.648223876953125,True,turun_tidak_terdeteksi
