frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
1,0.048,"7
",UNKNOWN,
2,0.106,"BERSIAP
fs)
ae
",BERSIAP,
3,0.173,"BERSIAP
S)
",BERSIAP,
6,0.274,"exe
BERSIAP
",BERSIAP,
13,0.503,"=
BERSIAP
(s)
",BERSIAP,
29,1.031,"BERSIAP
(s)
",BERSIAP,
44,1.531,"BERSIAP
)
",BERSIAP,
58,2.003,"BERSIAP
)
",BERSIAP,
74,2.53,"BERSIAP
@)
",BERSIAP,
89,3.03,"BERSIAP
@)
",BERSIAP,
104,3.537,"=
BERSIAP
(2)
",BERSIAP,
118,4.01,"=m
BERSIAP
2)
",BERSIAP,
133,4.509,"BERSIAP
®)
",BERSIAP,
148,5.01,"BERSIAP
®)
",BERSIAP,
151,5.107,"BERSIAP
®)
",BERSIAP,
152,5.134,"NGEED
~
1
TURUN
",NGEED,TURUN
153,5.162,"NGEED
~
1
TURUN
",NGEED,TURUN
155,5.231,"NGEED
~
1
TURUN
",NGEED,TURUN
163,5.509,"NGEED
~
1
TURUN
",NGEED,TURUN
178,6.01,"NGEED
~
1
TURUN
",NGEED,TURUN
193,6.509,"NGEED
2
TURUN
",NGEED,TURUN
208,7.01,"NGEED
2
TURUN
",NGEED,TURUN
211,7.106,"NGEED
2
TURUN
",NGEED,TURUN
212,7.134,"NGEED
TURUN
",NGEED,TURUN
213,7.176,"NGEED
3)
",NGEED,
215,7.231,"NGEED
3)
",NGEED,
223,7.509,"NGEED
3)
",NGEED,
238,8.01,"NGEED
3)
",NGEED,
241,8.106,"NGEED
3)
",NGEED,
242,8.134,"NGEED
+)
TAHAN
",NGEED,TAHAN
243,8.175,"NGEED
‘)
TAHAN
",NGEED,TAHAN
245,8.231,"NGEED
>
TAHAN
",NGEED,TAHAN
253,8.509,"NGEED
>
TAHAN
",NGEED,TAHAN
268,9.009,"NGEED
+)
TAHAN
",NGEED,TAHAN
283,9.509,"NGEED
TAHAN
",NGEED,TAHAN
298,10.009,"NGEED
TAHAN
",NGEED,TAHAN
301,10.106,"NGEED
TAHAN
",NGEED,TAHAN
302,10.133,"NGEED
NAIK )
",NGEED,NAIK
303,10.175,"NGEED
",NGEED,
305,10.231,"NGEED
",NGEED,
313,10.508,"NGEED
Y
",NGEED,
328,11.009,"NGEED
Y
",NGEED,
331,11.106,"NGEED
Y
",NGEED,
332,11.133,"NGEED
QD
NAIK
",NGEED,NAIK
333,11.175,"NGEED
)
NAIK
",NGEED,NAIK
335,11.231,"NGEED
(z)
NAIK
",NGEED,NAIK
343,11.508,"NGEED
(2)
NAIK
",NGEED,NAIK
358,12.009,"NGEED
(2)
NAIK
",NGEED,NAIK
361,12.106,"NGEED
(2)
NAIK
",NGEED,NAIK
362,12.133,"NGEED
(2)
",NGEED,
363,12.175,"NGEED
(2)
",NGEED,
365,12.23,"NGEED
(2)
",NGEED,
373,12.508,"NGEED
",NGEED,
388,13.009,"NGEED
",NGEED,
391,13.106,"NGEED
",NGEED,
392,13.133,"BERDIRI RILEKS
(g
V7
",BERDIRI RILEKS,
393,13.175,"BERDIRI RILEKS
(g
7
",BERDIRI RILEKS,
395,13.23,"BERDIRI RILEKS
(g
V7
",BERDIRI RILEKS,
403,13.508,"BERDIRI RILEKS
(g
7
",BERDIRI RILEKS,
418,14.009,"BERDIRI RILEKS
(sg
Ne
",BERDIRI RILEKS,
433,14.508,"BERDIRI RILEKS
fm
7 |
Ne,
",BERDIRI RILEKS,
448,15.009,"BERDIRI RILEKS
fm
7 |
Ne,
",BERDIRI RILEKS,
463,15.508,"BERDIRI RILEKS
(6
Nee,
",BERDIRI RILEKS,
478,16.008,"BERDIRI RILEKS
(6
Nee,
",BERDIRI RILEKS,
493,16.508,"BERDIRI RILEKS
(5
VE
",BERDIRI RILEKS,
508,17.008,"BERDIRI RILEKS
(5 \
Ne
",BERDIRI RILEKS,
523,17.507,"BERDIRI RILEKS
f,
4 |
\2 7
",BERDIRI RILEKS,
538,18.008,"BERDIRI RILEKS
f,
4 |
\2 7
",BERDIRI RILEKS,
553,18.507,"BERDIRI RILEKS
(3
Ne
",BERDIRI RILEKS,
568,19.008,"BERDIRI RILEKS
(3
Ne
",BERDIRI RILEKS,
583,19.507,"BERDIRI RILEKS
(2
Ne
",BERDIRI RILEKS,
598,20.008,"BERDIRI RILEKS
(2
Ne
",BERDIRI RILEKS,
613,20.507,"BERDIRI RILEKS
(1)
Ke
",BERDIRI RILEKS,
628,21.008,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
631,21.104,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
632,21.132,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
633,21.173,"NGEED
~
1
TURUN
",NGEED,TURUN
635,21.243,"NGEED
~
1
TURUN
",NGEED,TURUN
643,21.507,"NGEED
~
1
TURUN
",NGEED,TURUN
658,22.008,"NGEED
~
1
TURUN
",NGEED,TURUN
673,22.507,"NGEED
2
TURUN
",NGEED,TURUN
688,23.007,"NGEED
2
TURUN
",NGEED,TURUN
691,23.104,"NGEED
2
TURUN
",NGEED,TURUN
692,23.132,"NGEED
2
TURUN
",NGEED,TURUN
693,23.173,"NGEED
3)
",NGEED,
695,23.243,"NGEED
3)
",NGEED,
703,23.507,"NGEED
3)
",NGEED,
718,24.007,"NGEED
3)
",NGEED,
721,24.104,"NGEED
3)
",NGEED,
722,24.131,"NGEED
3)
",NGEED,
723,24.174,"NGEED
+)
TAHAN
",NGEED,TAHAN
725,24.243,"NGEED
+)
TAHAN
",NGEED,TAHAN
733,24.506,"NGEED
>
TAHAN
",NGEED,TAHAN
748,25.007,"NGEED
>
TAHAN
",NGEED,TAHAN
763,25.506,"NGEED
TAHAN
",NGEED,TAHAN
778,26.007,"NGEED
TAHAN
",NGEED,TAHAN
781,26.103,"NGEED
TAHAN
",NGEED,TAHAN
782,26.131,"NGEED
NAIK )
",NGEED,NAIK
783,26.173,"NGEED
NAIK )
",NGEED,NAIK
784,26.2,"NGEED
",NGEED,
785,26.242,"NGEED
",NGEED,
793,26.506,"NGEED
Y
",NGEED,
808,27.007,"NGEED
Y
",NGEED,
811,27.103,"NGEED
Y
",NGEED,
812,27.131,"NGEED
Y
",NGEED,
813,27.173,"NGEED
YD
NAIK
",NGEED,NAIK
815,27.242,"NGEED
(Z)
NAIK
",NGEED,NAIK
823,27.506,"NGEED
(2)
NAIK
",NGEED,NAIK
838,28.007,"NGEED
(2)
NAIK
",NGEED,NAIK
841,28.103,"NGEED
(2)
NAIK
",NGEED,NAIK
842,28.131,"NGEED
(2)
NAIK
",NGEED,NAIK
843,28.173,"NGEED
(2)
",NGEED,
845,28.242,"NGEED
(2)
",NGEED,
853,28.506,"NGEED
",NGEED,
868,29.007,"NGEED
",NGEED,
871,29.103,"NGEED
",NGEED,
872,29.131,"NGEED
",NGEED,
873,29.172,"BERDIRI RILEKS
(eg
eS)
",BERDIRI RILEKS,
875,29.242,"BERDIRI RILEKS
(
eS)
",BERDIRI RILEKS,
883,29.506,"BERDIRI RILEKS
_,
8 |
Yor
",BERDIRI RILEKS,
898,30.006,"BERDIRI RILEKS
fo»
| 8 |
Yor
",BERDIRI RILEKS,
913,30.506,"BERDIRI RILEKS
(om
7 |
Vey
",BERDIRI RILEKS,
928,31.006,"BERDIRI RILEKS
(om
7 |
Vey
",BERDIRI RILEKS,
943,31.506,"BERDIRI RILEKS
(6
4 /
",BERDIRI RILEKS,
958,32.006,"BERDIRI RILEKS
(6
4 /
",BERDIRI RILEKS,
973,32.506,"BERDIRI RILEKS
(5
V7
",BERDIRI RILEKS,
988,33.006,"BERDIRI RILEKS
(5
V7
",BERDIRI RILEKS,
1003,33.505,"BERDIRI RILEKS
a
! 4 |
Vey
",BERDIRI RILEKS,
1018,34.006,"BERDIRI RILEKS
fa»
4 |
Vey
",BERDIRI RILEKS,
1033,34.505,"BERDIRI RILEKS
(3
Ve /
",BERDIRI RILEKS,
1048,35.006,"BERDIRI RILEKS
(3
V7
",BERDIRI RILEKS,
1063,35.505,"BERDIRI RILEKS
(2
V7
",BERDIRI RILEKS,
1078,36.006,"BERDIRI RILEKS
(2
V7
",BERDIRI RILEKS,
1093,36.505,"BERDIRI RILEKS
(1
V7
",BERDIRI RILEKS,
1108,37.005,"BERDIRI RILEKS
(1
V7
",BERDIRI RILEKS,
1111,37.102,"BERDIRI RILEKS
(1
V7
",BERDIRI RILEKS,
1112,37.13,"BERDIRI RILEKS
(1
V7
",BERDIRI RILEKS,
1113,37.173,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1115,37.241,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1123,37.505,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1138,38.005,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1153,38.504,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1168,39.005,"AGEM KANAN
2 \
TURUN
",AGEM KANAN,TURUN
1171,39.101,"AGEM KANAN
2 \
TURUN
",AGEM KANAN,TURUN
1173,39.171,"AGEM KANAN
TURUN
",AGEM KANAN,TURUN
1174,39.199,"AGEM KANAN
TURUN
",AGEM KANAN,TURUN
1175,39.241,"AGEM KANAN
3)
",AGEM KANAN,
1183,39.504,"AGEM KANAN
3)
",AGEM KANAN,
1198,40.005,"AGEM KANAN
3)
",AGEM KANAN,
1201,40.101,"AGEM KANAN
3)
",AGEM KANAN,
1202,40.143,"AGEM KANAN
3)
",AGEM KANAN,
1203,40.171,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1205,40.24,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
