task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,4.6525,7.6525,9.6525,12.6525,0.46499999999999986,,,,,1.3529449462890852,4.5165,1.002288818359375,1.0,incomplete,video,2.271,batang_tubuh,,False,1.9849999999999994,NGEED,1,tanpa_turun,,False,berdiri
NGEED,2,21.1225,24.1225,26.1225,29.1225,0.03450000000000131,22.476,24.073,27.476,29.197,75.66060180664061,22.36125,0.93536376953125,1.0,ok,video,15.145,lengan,0.024236395040332013,True,1.9849999999999994,NGEED,2,,47.351593017578125,False,
AGEM KANAN,1,37.155,40.155,42.155,45.155,0.0009999999999976694,39.071,40.876,42.542,45.931,60.521688842773415,38.887,1.76214599609375,1.0,ok,video,31.544,lengan,0.18144795816525902,True,1.9849999999999994,AGEM KANAN,1,,-3.8893890380859375,False,
AGEM KANAN,2,53.152,56.152,58.152,61.152,0.03499999999999659,55.0,56.735,60.0,61.999,83.32607727050782,54.86475,1.90008544921875,1.0,ok,video,55.0,batang_tubuh,0.04156013731029582,True,1.9849999999999994,AGEM KANAN,2,,2.635345458984375,False,
AGEM KIRI,1,69.1845,72.1845,74.1845,77.1845,0.0344999999999942,70.872,73.066,75.732,76.871,58.999288940429665,70.60475,1.59356689453125,1.0,ok,video,69.47,lengan,0.0572345971918214,True,1.9849999999999994,AGEM KIRI,1,,13.88372802734375,False,
AGEM KIRI,2,85.217,88.217,90.217,93.217,0.0010000000000047748,87.202,89.605,91.73,92.799,72.07757568359375,86.96925,1.420654296875,1.0,ok,video,79.343,lengan,0.11749874462177338,True,1.9849999999999994,AGEM KIRI,2,,-13.102081298828125,False,
NGEED,3,278.25,281.25,283.25,286.25,1.0059999999999718,280.396,283.395,285.728,287.131,63.98027343749999,280.0765,1.286773681640625,1.0,ok,video,272.397,lengan,0.034115816337433116,True,1.9849999999999994,NGEED,3,,50.048248291015625,False,
NGEED,4,294.213,297.213,299.213,302.213,0.04149999999998499,295.602,297.199,302.6,304.6,74.92887573242189,295.4355,1.4486083984375,1.0,ok,video,290.13,lengan,0.37369789237791984,False,1.9849999999999994,NGEED,4,,65.35494995117188,False,
AGEM KANAN,3,310.2805,313.2805,315.2805,318.2805,1.0054999999999836,313.335,314.53,319.071,320.139,65.29664611816406,313.217,1.771881103515625,1.0,late,video,304.406,lengan,0.0694289531348841,True,1.9849999999999994,AGEM KANAN,3,,-3.490570068359375,False,
AGEM KANAN,4,326.3195,329.3195,331.3195,334.3195,0.03500000000002501,329.93,331.735,334.596,335.735,69.26044616699221,329.72875,1.691192626953125,1.0,late,video,328.666,lengan,0.05640119702512368,True,1.9849999999999994,AGEM KANAN,4,,22.66693115234375,False,
AGEM KIRI,3,342.317,345.317,347.317,350.317,0.0009999999999763531,345.935,347.267,349.864,351.6,80.97377929687502,345.80325,1.669830322265625,1.0,late,video,340.129,lengan,0.8950428982424019,False,1.9849999999999994,AGEM KIRI,3,,-7.6619415283203125,False,
AGEM KIRI,4,358.349,361.349,363.349,366.349,0.9995000000000118,362.335,363.529,365.473,366.737,76.00310058593749,362.19975,1.8411102294921875,1.0,late,video,352.795,lengan,0.2805751975450735,False,1.9849999999999994,AGEM KIRI,4,,24.50048828125,False,
