task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,4.6240000000000006,7.6240000000000006,9.624,12.624,1.4740000000000002,7.718,10.109,11.597,12.418,19.500454711914074,7.61175,0.658721923828125,1.0,late,video,2.063,lengan,,False,2.1352500000000063,NGEED,1,,15.223236083984375,False,
NGEED,2,21.1305,24.1305,26.1305,29.1305,0.0660000000000025,23.324,24.643,26.309,27.832,44.761318969726574,23.1885,0.948272705078125,1.0,ok,video,15.372,lengan,0.11943229977741775,True,2.1352500000000063,NGEED,2,,65.22442626953125,False,
AGEM KANAN,1,37.131,40.131,42.131,45.131,0.012000000000000455,38.992,40.068,43.185,44.07,36.30528869628904,38.896,0.7677001953125,1.0,ok,video,31.206,lengan,0.4445536454073073,False,2.1352500000000063,AGEM KANAN,1,,53.123291015625,False,
AGEM KANAN,2,53.188,56.188,58.188,61.188,0.06199999999999761,55.334,57.179,59.314,60.401,61.067547607421886,55.115750000000006,1.05419921875,1.0,ok,video,48.501,lengan,0.6235785668545701,False,2.1352500000000063,AGEM KANAN,2,,24.50830078125,False,
AGEM KIRI,1,69.179,72.179,74.179,77.179,0.016999999999995907,72.598,73.237,74.402,76.458,48.14635620117184,72.53,1.816680908203125,1.0,late,video,71.115,lengan,0.0780878108195443,True,2.1352500000000063,AGEM KIRI,1,,89.42880249023438,False,
AGEM KIRI,2,85.22800000000001,88.22800000000001,90.22800000000001,93.22800000000001,0.9309999999999974,88.578,89.314,91.548,92.19,55.91207275390627,88.49825,1.480133056640625,1.0,late,video,87.403,lengan,0.04997252373580255,True,2.1352500000000063,AGEM KIRI,2,,116.802978515625,False,
NGEED,3,278.21950000000004,281.21950000000004,283.21950000000004,286.21950000000004,1.0434999999999945,279.34,280.664,282.894,285.428,65.1849365234375,279.18699999999995,1.65228271484375,1.0,ok,video,273.023,lengan,0.1202422307324975,True,2.1352500000000063,NGEED,3,,85.05036926269531,False,
NGEED,4,294.23,297.23,299.23,302.23,0.012000000000000455,295.995,297.49,300.601,301.468,63.37016601562499,295.826,1.1920166015625,1.0,ok,video,288.247,lengan,0.3351218118677384,False,2.1352500000000063,NGEED,4,,80.22508239746094,False,
AGEM KANAN,3,310.2925,313.2925,315.2925,318.2925,0.992999999999995,312.05,313.941,316.801,317.637,66.903076171875,311.82325000000003,1.0898590087890625,1.0,ok,video,304.336,lengan,0.06945417556151587,True,2.1352500000000063,AGEM KANAN,3,,33.80560302734375,False,
AGEM KANAN,4,326.293,329.293,331.293,334.293,0.03550000000001319,327.904,330.53,332.568,335.668,76.57242736816409,327.679,1.48126220703125,1.0,ok,video,322.837,lengan,0.7480204356474344,False,2.1352500000000063,AGEM KANAN,4,,42.58836364746094,False,
AGEM KIRI,3,342.289,345.289,347.289,350.289,0.0055000000000404725,344.618,345.325,348.636,349.274,60.07463378906249,344.53425,1.7383880615234375,1.0,ok,video,340.542,lengan,0.19219562092563086,True,2.1352500000000063,AGEM KIRI,3,,106.91177368164062,False,
AGEM KIRI,4,358.3185,361.3185,363.3185,366.3185,1.031500000000051,360.443,361.898,364.703,365.788,80.61810302734375,360.33624999999995,1.640869140625,1.0,ok,video,360.443,batang_tubuh,0.07138525506739236,True,2.1352500000000063,AGEM KIRI,4,,105.72805786132812,False,
