task,subphase,n,start,end,rep
BERSIAP,,8,1.525,4.6240000000000006,
NGEED,TURUN,14,4.6240000000000006,8.11,1.0
NGEED,TAHAN,14,8.11,11.097999999999999,1.0
NGEED,NAIK,13,11.097999999999999,13.0975,1.0
BERDIRI RILEKS,,19,13.0975,21.130499999999998,
NGEED,TURUN,15,21.130499999999998,24.1235,2.0
NGEED,TAHAN,7,24.1235,26.0645,2.0
NGEED,NAIK,20,26.0645,29.1295,2.0
BERDIRI RILEKS,,20,29.1295,37.131,
AGEM KANAN,TURUN,14,37.131,40.120999999999995,1.0
AGEM KANAN,TAHAN,8,40.120999999999995,42.119,1.0
AGEM KANAN,NAIK,18,42.119,45.13,1.0
BERDIRI RILEKS,,20,45.13,53.188,
AGEM KANAN,TURUN,15,53.188,56.228,2.0
AGEM KANAN,TAHAN,6,56.228,58.126000000000005,2.0
AGEM KANAN,NAIK,20,58.126000000000005,61.165499999999994,2.0
BERDIRI RILEKS,,19,61.165499999999994,69.179,
AGEM KIRI,TURUN,14,69.179,72.1885,1.0
AGEM KIRI,TAHAN,8,72.1885,74.162,1.0
AGEM KIRI,NAIK,18,74.162,77.163,1.0
BERDIRI RILEKS,,20,77.163,85.22800000000001,
AGEM KIRI,TURUN,14,85.22800000000001,88.196,2.0
AGEM KIRI,TAHAN,14,88.196,91.15899999999999,2.0
AGEM KIRI,NAIK,13,91.15899999999999,93.2245,2.0
ISTIRAHAT UTAMA,,366,93.2245,273.19550000000004,
BERSIAP,,17,273.19550000000004,278.21950000000004,
NGEED,TURUN,15,278.21950000000004,281.228,3.0
NGEED,TAHAN,12,281.228,284.26300000000003,3.0
NGEED,NAIK,13,284.26300000000003,286.2135,3.0
BERDIRI RILEKS,,21,286.2135,294.23,
NGEED,TURUN,13,294.23,297.2305,4.0
NGEED,TAHAN,7,297.2305,299.21799999999996,4.0
NGEED,NAIK,17,299.21799999999996,302.2815,4.0
BERDIRI RILEKS,,20,302.2815,310.2925,
AGEM KANAN,TURUN,13,310.2925,313.2595,3.0
AGEM KANAN,TAHAN,14,313.2595,316.2855,3.0
AGEM KANAN,NAIK,11,316.2855,318.252,3.0
BERDIRI RILEKS,,20,318.252,326.293,
AGEM KANAN,TURUN,13,326.293,329.2575,4.0
AGEM KANAN,TAHAN,9,329.2575,331.30600000000004,4.0
AGEM KANAN,NAIK,20,331.30600000000004,334.2505,4.0
BERDIRI RILEKS,,20,334.2505,342.289,
AGEM KIRI,TURUN,12,342.289,345.29449999999997,3.0
AGEM KIRI,TAHAN,8,345.29449999999997,347.286,3.0
AGEM KIRI,NAIK,19,347.286,350.324,3.0
BERDIRI RILEKS,,21,350.324,358.3185,
AGEM KIRI,TURUN,13,358.3185,361.329,4.0
AGEM KIRI,TAHAN,14,361.329,364.35,4.0
AGEM KIRI,NAIK,11,364.35,366.39599999999996,4.0
BERDIRI FOKUS MATA TERBUKA,,64,366.39599999999996,396.459,
BERDIRI ISTIRAHAT,,32,396.459,411.53099999999995,
BERDIRI MATA TERTUTUP,,62,411.53099999999995,441.037,
