participant_id,task,rep,compliance,phase_source,dur_turun,dur_tahan,dur_naik,latency_hud,arm_lead,depth_px,is_simulated
P07,NGEED,1,ok,video,1.875,2.5969999999999995,0.7910000000000004,2.409,1.4020000000000001,32.473620027303696,False
P07,NGEED,2,ok,video,1.3889999999999993,2.2079999999999984,0.5980000000000025,1.9299999999999997,7.804,37.58672121912241,False
P07,AGEM KANAN,1,ok,video,1.389000000000003,2.2079999999999984,0.8610000000000042,2.1869999999999976,0.0,48.67225475609303,False
P07,AGEM KANAN,2,ok,video,1.4720000000000013,2.7220000000000013,0.875,1.5129999999999981,0.6660000000000039,50.89285485446453,False
P07,AGEM KIRI,1,ok,video,1.262999999999991,2.209000000000003,0.5969999999999942,2.0830000000000126,1.13900000000001,37.214792892336845,False
P07,AGEM KIRI,2,ok,video,1.2079999999999984,2.9309999999999974,0.7360000000000042,1.4439999999999884,0.0,43.02972923964262,False
P07,NGEED,3,ok,video,1.73599999999999,2.998999999999967,1.0,1.44500000000005,3.805000000000007,60.50916239619255,False
P07,NGEED,4,ok,video,2.137999999999977,2.736000000000047,1.0,0.84699999999998,6.735000000000014,68.71619340032339,False
P07,AGEM KANAN,3,ok,video,1.9159999999999968,2.333000000000027,1.20799999999997,1.45799999999997,0.61099999999999,61.570934019982815,False
P07,AGEM KANAN,4,ok,video,2.33299999999997,2.472000000000037,1.125,0.8120000000000118,2.4020000000000437,66.88915565609932,False
P07,AGEM KIRI,3,ok,video,2.055999999999983,2.805000000000007,0.86099999999999,0.7560000000000286,0.0,59.21703390777111,False
P07,AGEM KIRI,4,ok,video,2.347000000000037,2.86099999999999,1.06899999999996,0.5139999999999532,1.59699999999998,58.56730006635189,False
