participant_id,task,rep,compliance,phase_source,dur_turun,dur_tahan,dur_naik,latency_hud,arm_lead,depth_px,is_simulated
P34,NGEED,1,ok,video_longgar,1.4720000000000004,3.333,1.6659999999999986,1.8464999999999998,4.929,54.356201171875,False
P34,NGEED,2,ok,video,2.068999999999999,1.8049999999999997,1.458000000000002,1.6179999999999986,6.93,50.47736206054685,False
P34,AGEM KANAN,1,ok,video,1.7919999999999945,1.9299999999999997,1.0130000000000052,2.485999999999997,1.6670000000000016,52.94711914062498,False
P34,AGEM KANAN,2,ok,video,1.8049999999999997,1.860999999999997,1.264000000000003,2.082500000000003,4.805,49.807781982421886,False
P34,AGEM KIRI,1,ok,video,1.7360000000000042,1.6670000000000016,1.0689999999999884,2.4509999999999934,8.332,41.10174560546875,False
P34,AGEM KIRI,2,ok,video,1.7209999999999894,1.6670000000000016,1.7360000000000042,1.9585000000000008,1.875,43.360614013671864,False
P34,NGEED,3,ok,video,1.875,2.194999999999993,1.20799999999997,1.9780000000000086,3.8600000000000136,49.63533020019531,False
P34,NGEED,4,ok,video,1.9989999999999668,2.66700000000003,1.8739999999999668,1.48599999999999,0.7360000000000468,51.16614685058596,False
P34,AGEM KANAN,3,ok,video,1.8050000000000068,2.52800000000002,1.1379999999999768,1.680499999999995,2.33299999999997,50.99442138671873,False
P34,AGEM KANAN,4,ok,video,2.4710000000000036,2.402999999999963,1.0690000000000168,1.25,0.8610000000000468,48.12073669433596,False
P34,AGEM KIRI,3,ok,video,1.47199999999998,2.47199999999998,0.9590000000000032,2.048000000000002,1.1940000000000168,50.665509033203136,False
P34,AGEM KIRI,4,ok,video,1.8760000000000332,2.790999999999997,1.4019999999999868,1.5129999999999768,5.928999999999974,48.28955078125,False
