prediktor,sampel,outcome,n,slope,se,beta_std,p,slope_usia,p_usia,r_prediktor_usia,vif,r2,p_fdr,is_simulated
proporsi_hidup_menari,semua,mu_periodic_central_TURUN,38,-0.15343476231266,0.652779552984347,-0.04414073954493467,0.8141711998666278,-0.015566049820188145,0.09815185673499592,0.011201158575426225,1.0001254816971126,0.049861577040570704,0.8141711998666278,False
proporsi_hidup_menari,semua,mu_periodic_posterior_TAHAN,38,-1.1411279873801174,0.6412645991916839,-0.2980160130632502,0.07515842947949772,0.00377851209296341,0.7922436627709242,0.011201158575426225,1.0001254816971126,0.09080834007250738,0.16788390437661996,False
proporsi_hidup_menari,penari,cv_tahan,23,0.30022045345792686,0.33792969190316097,0.2647564827569944,0.3743197137699308,0.0019185126348033313,0.48525777407767756,-0.1366332342828039,1.0190237889922293,0.10877070626144303,0.9874471270589775,False
proporsi_hidup_menari,penari,dur_naik_sec,23,0.6461890694339046,1.0213408845968075,0.12856481655403812,0.5269380805860794,0.01631098021089679,0.011850066097424544,-0.1366332342828039,1.0190237889922293,0.20575907434392615,0.9874471270589775,False
proporsi_hidup_menari,penari,dur_turun_sec,23,-0.08132958240087818,0.5715759670262457,-0.040410001357717676,0.8868508924176975,0.004425727544107524,0.3392191369052189,-0.1366332342828039,1.0190237889922293,0.0992155152845442,0.9874471270589775,False
proporsi_hidup_menari,penari,offset_central_TURUN,23,-8.72977240666869,7.501118432231484,-0.19064987080276688,0.24450665142586303,-0.014470094849026567,0.8055104558889415,-0.1366332342828039,1.0190237889922293,0.035994841473176886,0.9874471270589775,False
proporsi_hidup_menari,penari,offset_central_TAHAN,23,0.20578449045979985,13.079515330155084,0.005877915518401695,0.9874471270589775,0.038030336618841275,0.6633352604187539,-0.1366332342828039,1.0190237889922293,0.022776446548244844,0.9874471270589775,False
proporsi_hidup_menari,penari,mu_periodic_central_TURUN,23,0.3149710673290374,1.6122544974478916,0.0395067261885926,0.8451106291393568,-0.008385963423847703,0.37737155920254084,-0.1366332342828039,1.0190237889922293,0.024697152301143444,0.9874471270589775,False
proporsi_hidup_menari,penari,mu_periodic_posterior_TAHAN,23,0.5915281416857703,2.091561124766794,0.059677617426792534,0.7773174522340903,0.003723733632846974,0.8044706738075242,-0.1366332342828039,1.0190237889922293,0.005455515496181618,0.9874471270589775,False
onset_age,penari,cv_tahan,23,0.006506675855818754,0.021381132779407425,0.1263949850237257,0.7608851951595046,0.0012087912854495603,0.7680299617729548,0.404911690992022,1.1961056868129185,0.05333972998955239,0.8876993943527554,False
onset_age,penari,dur_naik_sec,23,-0.019849599173393375,0.04064751931429023,-0.08699185923158037,0.6253126991692426,0.016946879873467772,0.07105831299339971,0.404911690992022,1.1961056868129185,0.19586558653841257,0.8876993943527554,False
onset_age,penari,dur_turun_sec,23,-0.02327578557745366,0.01613967542714372,-0.2547469628010253,0.14926088960502445,0.005992801535499958,0.05042974292302953,0.404911690992022,1.1961056868129185,0.15186912008344877,0.8876993943527554,False
onset_age,penari,offset_central_TURUN,23,0.3533106495773436,0.7159861566480705,0.16996310897928218,0.6216874773253454,-0.028502428030560027,0.7607380378286691,0.404911690992022,1.1961056868129185,0.024477283438550823,0.8876993943527554,False
onset_age,penari,offset_central_TAHAN,23,-0.4039157355723656,0.6130323317594195,-0.25413578173499796,0.5099717897598348,0.06364138121108451,0.3780202692196949,0.404911690992022,1.1961056868129185,0.07673860259876464,0.8876993943527554,False
onset_age,penari,mu_periodic_central_TURUN,23,0.007727157888983186,0.0605879168980127,0.02134934282125063,0.8985159556946647,-0.009188120947573269,0.34405248566819935,0.404911690992022,1.1961056868129185,0.02354657391006698,0.8985159556946647,False
onset_age,penari,mu_periodic_posterior_TAHAN,23,-0.029052819941158395,0.0866807453728885,-0.06456374330797007,0.7374965506657745,0.005001282815020937,0.7649883802087919,0.404911690992022,1.1961056868129185,0.005445624966018858,0.8876993943527554,False
