participant_id,kondisi,area,cakupan,n_win,artifact_prone,is_simulated,offset_db,exponent,theta_periodic_db,mu_periodic_db,beta_periodic_db
P21,EO,frontopolar,1.0,19,True,False,42.900627673751835,1.4912385876110512,1.861941859721875,-0.005833342172589795,0.5185655512013971
P21,EO,frontal,1.0,3,False,False,37.184261977904455,1.3033858612789688,2.8466587443730944,2.183295292543678,1.334115367670866
P21,EO,frontotemporal,1.0,14,True,False,41.17728274665221,1.1877654276073504,1.602258277249204,-0.25421262806083345,0.1395365933993943
P21,EO,sentral,1.0,4,False,False,49.10764098946953,2.073556567487772,1.983349149265334,2.44405683698037,0.5155166933793704
P21,EO,temporal,1.0,7,True,False,43.43812914096379,1.8459913493276416,1.9732253929233123,1.5661149994330739,0.7212666471411923
P21,EO,parietal,1.0,4,False,False,42.160537910944385,1.3951466300111803,3.2811707903312777,1.190997414655023,1.0309610824445388
P21,EO,temporo-posterior,1.0,0,False,False,,,,,
P21,EO,oksipital,1.0,0,False,False,,,,,
P21,EC,frontopolar,1.0,24,True,False,41.8546730831714,1.439055361388855,0.9634048788404637,0.10828360955854555,0.5018816733606134
P21,EC,frontal,1.0,6,False,False,41.38079467409242,1.5605205112924732,1.9121460613528152,2.451405338014793,0.8247235496383809
P21,EC,frontotemporal,1.0,17,True,False,42.695939194417214,1.3380108136102702,1.2359755801406185,-0.003609777498779998,0.5156044444342458
P21,EC,sentral,1.0,0,False,False,,,,,
P21,EC,temporal,1.0,14,True,False,43.425574174493555,1.8757902778938007,1.250097898024466,2.0945593308270793,0.6962095644458894
P21,EC,parietal,1.0,8,False,False,40.57426031733287,1.343166762016867,1.7087068039102504,2.637462553724075,1.290422634507684
P21,EC,temporo-posterior,1.0,1,False,False,,,,,
P21,EC,oksipital,1.0,4,False,False,43.54134393966673,1.7634653726107854,2.23120023391927,2.933171915936356,1.2709839198976967
