participant_id,kondisi,area,cakupan,n_win,artifact_prone,is_simulated,offset_db,exponent,theta_periodic_db,mu_periodic_db,beta_periodic_db
P05,EO,frontopolar,1.0,22,True,False,39.69376452484758,1.6251022196223956,0.9443377316741308,2.267592497668627,0.6839370738731549
P05,EO,frontal,1.0,22,False,False,39.696570384680435,1.6653199241724557,0.7078774126941201,1.7087694726307032,0.4605905028174845
P05,EO,frontotemporal,1.0,21,True,False,36.77595681614324,1.5283436119932612,2.75523118395882,4.652847912359649,1.1887506230498592
P05,EO,sentral,1.0,19,False,False,41.511444035951726,1.54505103965872,0.05578402813936956,0.42280393368771696,1.0518616566386807
P05,EO,temporal,1.0,20,True,False,39.58733440990239,1.5452554750680345,0.27833943138673267,1.1125750881602672,0.6882577466463191
P05,EO,parietal,1.0,18,False,False,39.495183186495,1.3507004365007185,0.6152006381258684,1.3729770463070614,0.9678201187543056
P05,EO,temporo-posterior,1.0,22,False,False,37.96224671960997,1.583409872537339,1.6577027227644887,1.6064072347433425,0.0351497486735495
P05,EO,oksipital,1.0,19,False,False,39.29659595106585,1.3003273123489179,0.042668716991943745,-0.11658554031317614,0.6919091442838388
P05,EC,frontopolar,0.271,6,True,False,44.397310171049625,1.9381506550614973,1.8662412658923837,2.2428495477784467,0.21521625660160604
P05,EC,frontal,0.271,6,False,False,45.96061802421868,2.0859156127363483,1.9856123867019226,2.837201200357419,0.40334765069791256
P05,EC,frontotemporal,0.271,4,True,False,41.38813358989259,1.7849791608088772,0.3051560477270504,3.16523786303173,0.7002774240684255
P05,EC,sentral,0.271,6,False,False,42.170370353213904,1.7078709540258925,0.533314704315036,1.947415853994186,0.6760499238433294
P05,EC,temporal,0.271,6,True,False,44.948076101225155,1.9095672043081329,1.1352310054373986,2.366260315165607,0.5231690981520706
P05,EC,parietal,0.271,4,False,False,41.60437155279659,1.586151750295271,0.06974858960811514,2.2362682735451007,0.568612965808461
P05,EC,temporo-posterior,0.271,4,False,False,43.14991890085942,2.0003347332373886,-0.4171480087705487,2.4190493019029042,0.6756885436195059
P05,EC,oksipital,0.271,4,False,False,43.53639726347774,1.797443897341903,-0.20535206516856253,2.5355439227818883,0.6284351587243219
