jenis,fase,area,ukuran,n_penari,n_nonpenari,mean_penari,mean_nonpenari,hedges_g,p,artefak_rawan,p_fdr
EEG,PRA,temporal,mu_periodic_db,17,11,0.46498220679193103,1.304314207954452,-0.605097235064576,0.13181396811816568,True,0.5595368442567032
EEG,POST,sentral,exponent_change,17,11,0.2407182585957374,0.4183721443817975,-0.5566379459787726,0.1377115151455316,False,0.5632168879972397
EEG,TAHAN,parietal,exponent_change,17,11,0.08605846997615188,0.3104129204352186,-0.6146159152325269,0.13809644849932318,False,0.5632168879972397
EEG,POST,frontotemporal,offset_change,17,11,9.404014574945114,13.203938916548388,-0.5499891987585531,0.14177815270726524,True,0.567112610829061
EEG,TAHAN,frontal,offset_change,17,11,2.263293784009399,5.624516958628764,-0.5272686297852627,0.16188651773667834,False,0.586177620485283
EEG,PRA,frontal,beta_periodic_db,17,11,0.5174906675553627,0.20820955705948246,0.5697894149759717,0.1619593563444019,False,0.586177620485283
EEG,PRA,oksipital,beta_periodic_db,17,11,0.4625199880521149,0.1284999386303813,0.5363677808585593,0.16258139596202792,False,0.586177620485283
EEG,POST,sentral,offset_change,17,11,10.392405040034634,14.076347144076925,-0.5422863516943263,0.16297738695426323,False,0.586177620485283
EEG,TURUN,sentral,theta_periodic_db,17,11,0.1745098571910158,0.7303640782050732,-0.5379765616321357,0.16500485230072212,False,0.586177620485283
EEG,PRA,parietal,offset_change,17,11,7.244260641689059,10.816179795034504,-0.5290919843365365,0.16679502960831652,False,0.586177620485283
EEG,TURUN,temporal,mu_periodic_db,17,11,1.492285338141475,0.9065738524757045,0.5025598137546698,0.1670456632612797,True,0.586177620485283
EEG,PRA,sentral,beta_periodic_db,17,11,0.4250967861365088,0.14802882603303844,0.5063136601427942,0.17409468903085695,False,0.586177620485283
EEG,TURUN,temporal,beta_periodic_db,17,11,0.6448676318225589,0.23258793928936997,0.5151160214599034,0.17500828329182516,True,0.586177620485283
EEG,POST,temporo-posterior,offset_change,17,11,9.799889601672215,13.538310677541904,-0.5131291100743481,0.17676747801703802,False,0.586177620485283
EEG,POST,temporal,exponent_change,17,11,0.20323084506336025,0.3773687327151824,-0.5164086392356285,0.17864243804845026,True,0.586177620485283
EEG,TURUN,oksipital,exponent_change,17,11,0.1850371285931919,0.38741254385087615,-0.5432285103860734,0.18123492295616733,False,0.586177620485283
EEG,TAHAN,oksipital,exponent_change,17,11,0.16994609750397927,0.38544547435365606,-0.5456530845712959,0.1885541884972535,False,0.586177620485283
EEG,PRA,temporal,exponent_change,17,11,0.15343817286819342,0.31829636076176615,-0.5154461250244915,0.18875958250504946,True,0.586177620485283
EEG,PRA,temporal,beta_periodic_db,17,11,0.5225687337047342,0.25762034159873626,0.5003186050404411,0.18881682967554791,True,0.586177620485283
