participant_id,kondisi,area,cakupan,n_win,artifact_prone,is_simulated,offset_db,exponent,theta_periodic_db,mu_periodic_db,beta_periodic_db
P09,EO,frontopolar,1.0,19,True,False,38.76951526207475,1.290035109915655,-0.30211426417977194,-1.0055843400638649,2.3637152027484536
P09,EO,frontal,1.0,10,False,False,37.68700429642523,1.4397169430445238,-0.41274262362979763,-1.682447112555956,0.28281967367538635
P09,EO,frontotemporal,1.0,13,True,False,41.70367596311634,1.386570832576006,1.0923621631725855,0.09382381173384768,0.11206667474307848
P09,EO,sentral,1.0,8,False,False,33.85585511782033,1.3198294686989567,-0.1217437076673844,-1.7790478486214212,0.2899725364847206
P09,EO,temporal,1.0,8,True,False,29.568785958837008,0.8673627322110492,2.1058004305783657,-0.37293118188097196,1.4342116484942928
P09,EO,parietal,1.0,8,False,False,32.307447608348866,1.2550704790519889,-0.9135883044752996,-1.2451399018648142,0.9602176096381496
P09,EO,temporo-posterior,1.0,8,False,False,40.800411876587674,1.7007642721273595,-0.4163013060034948,-0.6644302180996435,0.9525722156552096
P09,EO,oksipital,1.0,8,False,False,37.19978154516121,1.7301734754266012,-0.7307523714168473,-0.9678044903508018,1.1250483314295436
P09,EC,frontopolar,0.092,1,True,False,,,,,
P09,EC,frontal,0.092,1,False,False,,,,,
P09,EC,frontotemporal,0.092,0,True,False,,,,,
P09,EC,sentral,0.092,1,False,False,,,,,
P09,EC,temporal,0.092,1,True,False,,,,,
P09,EC,parietal,0.092,1,False,False,,,,,
P09,EC,temporo-posterior,0.092,0,False,False,,,,,
P09,EC,oksipital,0.092,1,False,False,,,,,
