participant_id,task,rep,phase,channel,area,hemisphere,t0_video,t1_video,dur_phase_sec,win_sec,compliance,phase_source,flat_frac,valid,salvaged,is_simulated,theta_db,mu_db,beta_db,broad_db
P23,NGEED,1,PRA,Fp1,frontopolar,kiri,3.767,5.767,2.0,2.0,ok,video,0.0,True,False,False,4.187074828816602,1.9956202709058033,-0.3579663331752627,6.228621330099614
P23,NGEED,1,PRA,F3,frontal,kiri,3.767,5.767,2.0,2.0,ok,video,0.0,True,False,False,7.128397453842052,4.634512596313819,1.968659989116201,9.2057980194705
P23,NGEED,1,PRA,C3,sentral,kiri,3.767,5.767,2.0,2.0,ok,video,0.0,True,False,False,7.2525931588878585,6.9948092098782375,3.429024220528209,7.875100934740846
P23,NGEED,1,PRA,P3,parietal,kiri,3.767,5.767,2.0,2.0,ok,video,0.0,True,False,False,3.6450165790650573,2.372048890567772,2.4295362412528156,4.531527947181711
P23,NGEED,1,PRA,O1,oksipital,kiri,3.767,5.767,2.0,2.0,ok,video,0.0,True,False,False,11.068648792758786,0.7699348035708127,-0.8851007814395295,12.066234565448
P23,NGEED,1,PRA,F7,frontotemporal,kiri,3.767,5.767,2.0,2.0,ok,video,0.0,True,False,False,2.6044589281347363,-1.4210902113817916,0.5311153927377319,3.2894604436772354
P23,NGEED,1,PRA,T3,temporal,kiri,3.767,5.767,2.0,2.0,ok,video,0.0,True,False,False,7.171071689781581,0.7705362880770927,0.5539946808835623,7.643817450358579
P23,NGEED,1,PRA,T5,temporo-posterior,kiri,3.767,5.767,2.0,2.0,ok,video,0.0,True,False,False,6.094597200468378,2.6207998461989064,2.1068424264807355,6.832643889353847
P23,NGEED,1,PRA,Fp2,frontopolar,kanan,3.767,5.767,2.0,2.0,ok,video,0.0,True,False,False,0.9311977393163815,1.4299552838410747,-0.10824382954731959,4.850994318295072
P23,NGEED,1,PRA,F4,frontal,kanan,3.767,5.767,2.0,2.0,ok,video,0.0,True,False,False,-2.177185917455926,-3.6911037639690143,-4.651047133303486,-2.0585436379318125
P23,NGEED,1,PRA,C4,sentral,kanan,3.767,5.767,2.0,2.0,ok,video,0.0,True,False,False,-2.0985469130191134,-2.130979940991658,-4.661527848223223,-0.251666906907019
P23,NGEED,1,PRA,P4,parietal,kanan,3.767,5.767,2.0,2.0,ok,video,0.0,True,False,False,-1.9206013141636582,-3.2457171527767557,-6.220018188886463,-0.9251074269687933
P23,NGEED,1,PRA,O2,oksipital,kanan,3.767,5.767,2.0,2.0,ok,video,0.0,True,False,False,-2.1873038317357825,-3.6567981209086433,-7.234336077634978,1.580797416927492
