participant_id,kondisi,area,cakupan,n_win,artifact_prone,is_simulated,offset_db,exponent,theta_periodic_db,mu_periodic_db,beta_periodic_db
P09,EO,frontopolar,1.0,11,True,False,41.039332357738935,1.400745820182816,-1.1420422162109318,-1.0622211311057956,1.4332328633056344
P09,EO,frontal,1.0,10,False,False,36.301235016220886,1.2683080256276344,-0.283843192810711,-1.9220684229191034,0.30461838603470626
P09,EO,frontotemporal,1.0,12,True,False,44.95708514230739,1.6211267230913637,0.18606785643027424,0.09379917403107507,0.02687439568648763
P09,EO,sentral,1.0,9,False,False,36.44462095550231,1.5578791557304397,-0.8697171050928704,-1.4364270910762653,0.2992279592583835
P09,EO,temporal,1.0,9,True,False,36.151602667305625,1.3652573668503318,-0.2973769563118045,-0.9504001170367515,1.3297776693640342
P09,EO,parietal,1.0,8,False,False,33.09567377208822,1.5008759152180478,-0.8307297666883842,-1.3066412849438993,1.8067085140921324
P09,EO,temporo-posterior,1.0,9,False,False,41.617165083718916,1.7914789338564363,-0.30881420345346633,-0.11437217294853719,1.3233929187382194
P09,EO,oksipital,1.0,9,False,False,36.51433421104424,1.8840236155702763,-0.3075303581055927,-0.8620542990744471,1.3755261108480883
P09,EC,frontopolar,0.062,0,True,False,,,,,
P09,EC,frontal,0.062,0,False,False,,,,,
P09,EC,frontotemporal,0.062,0,True,False,,,,,
P09,EC,sentral,0.062,0,False,False,,,,,
P09,EC,temporal,0.062,0,True,False,,,,,
P09,EC,parietal,0.062,0,False,False,,,,,
P09,EC,temporo-posterior,0.062,0,False,False,,,,,
P09,EC,oksipital,0.062,0,False,False,,,,,
