participant_id,task,rep,compliance,phase_source,dur_turun,dur_tahan,dur_naik,latency_hud,arm_lead,depth_px,is_simulated
P13,NGEED,1,ok,video,1.0690000000000008,2.9299999999999997,1.068999999999999,2.7769999999999992,0.7909999999999995,58.7818603515625,False
P13,NGEED,2,ok,video,0.8739999999999988,3.7220000000000013,0.8059999999999974,1.8130000000000024,7.796000000000001,64.42764282226562,False
P13,AGEM KANAN,1,ok,video,1.875,3.262999999999998,1.0690000000000026,1.4789999999999992,6.93,75.08552246093751,False
P13,AGEM KANAN,2,ok,video,1.125,3.9440000000000026,0.7909999999999968,1.7489999999999952,7.664999999999999,75.17650451660154,False
P13,AGEM KIRI,1,ok,video,1.137999999999991,2.930000000000007,0.8070000000000022,1.9789999999999992,0.0,56.835601806640625,False
P13,AGEM KIRI,2,ok,video,1.3329999999999984,3.73599999999999,0.9300000000000068,1.6110000000000042,0.125,64.92306518554688,False
P13,NGEED,3,ok,video,1.8040000000000305,2.73599999999999,1.125,1.6539999999999964,7.0,66.48081970214844,False
P13,NGEED,4,ok,video,1.59699999999998,3.069000000000017,1.0690000000000168,1.4169999999999732,0.0,67.44747314453127,False
P13,AGEM KANAN,3,ok,video,1.6659999999999968,3.27800000000002,1.19399999999996,1.27800000000002,7.192999999999984,81.11041259765625,False
P13,AGEM KANAN,4,ok,video,1.52800000000002,3.9990000000000236,1.3340000000000032,0.5199999999999818,2.665999999999997,78.70623168945315,False
P13,AGEM KIRI,3,ok,video,1.1240000000000236,3.73599999999999,0.9440000000000168,1.1879999999999882,7.069000000000017,65.817138671875,False
P13,AGEM KIRI,4,ok,video,1.27800000000002,3.791999999999973,0.8740000000000236,1.0135000000000218,0.0,66.35553588867185,False
