participant_id,task,rep,compliance,phase_source,dur_turun,dur_tahan,dur_naik,latency_hud,arm_lead,depth_px,is_simulated
P29,NGEED,1,ok,video,2.458,2.8049999999999997,1.8049999999999997,1.7914999999999992,4.8740000000000006,59.15206298828127,False
P29,NGEED,2,ok,video,3.333000000000002,4.068999999999999,1.4720000000000013,1.2769999999999975,0.40199999999999747,65.6778564453125,False
P29,AGEM KANAN,1,ok,video,2.5279999999999987,2.610999999999997,1.7220000000000013,1.0825000000000031,6.998000000000005,64.35714416503907,False
P29,AGEM KANAN,2,ok,video,2.5970000000000013,2.9299999999999997,1.8049999999999997,1.2919999999999945,0.0,65.50982666015625,False
P29,AGEM KIRI,1,ok,video,2.054000000000002,3.0,1.3469999999999942,1.2509999999999906,5.736000000000004,61.016818237304676,False
P29,AGEM KIRI,2,ok,video,1.3329999999999984,1.4579999999999984,5.402000000000001,0.8894999999999982,6.805000000000007,45.83909606933594,False
P29,NGEED,3,ok,video,1.5960000000000036,2.527999999999963,1.13900000000001,1.521000000000015,3.930000000000007,59.968231201171875,False
P29,NGEED,4,ok,video,1.6669999999999732,2.665999999999997,1.2080000000000268,1.4089999999999918,6.4570000000000505,57.49541320800779,False
P29,AGEM KANAN,3,ok,video,2.13900000000001,2.19399999999996,1.0690000000000168,1.7490000000000236,7.192999999999984,61.020913696289085,False
P29,AGEM KANAN,4,ok,video,2.069000000000017,2.263999999999953,0.9300000000000068,1.839999999999975,7.735000000000014,72.65615234375002,False
P29,AGEM KIRI,3,short_hold,video,0.52800000000002,0.875,0.125,2.388499999999965,0.875,25.453582763671932,False
P29,AGEM KIRI,4,ok,video,0.7910000000000537,1.2639999999999532,2.875,2.089999999999975,8.012,38.07278747558598,False
