participant_id,kondisi,area,cakupan,n_win,artifact_prone,is_simulated,offset_db,exponent,theta_periodic_db,mu_periodic_db,beta_periodic_db
P34,EO,frontopolar,1.0,0,True,False,,,,,
P34,EO,frontal,1.0,0,False,False,,,,,
P34,EO,frontotemporal,1.0,0,True,False,,,,,
P34,EO,sentral,1.0,0,False,False,,,,,
P34,EO,temporal,1.0,0,True,False,,,,,
P34,EO,parietal,1.0,1,False,False,,,,,
P34,EO,temporo-posterior,1.0,0,False,False,,,,,
P34,EO,oksipital,1.0,2,False,False,41.81618354257583,1.1242786288694604,0.38230088627874526,-0.9024589354967971,1.1842559315660401
P34,EC,frontopolar,1.0,5,True,False,38.70923841070991,1.0287764046362304,-0.15434672342952427,2.890421267956351,1.5015998762803942
P34,EC,frontal,1.0,0,False,False,,,,,
P34,EC,frontotemporal,1.0,0,True,False,,,,,
P34,EC,sentral,1.0,1,False,False,,,,,
P34,EC,temporal,1.0,4,True,False,41.75897617679045,1.7027944539328983,-0.1976009464226225,1.9290463308116212,1.8743635810660473
P34,EC,parietal,1.0,0,False,False,,,,,
P34,EC,temporo-posterior,1.0,3,False,False,39.54375322142298,1.6829391664893594,-0.35594725586503784,0.4450994921042297,1.0826344770334768
P34,EC,oksipital,1.0,1,False,False,,,,,
