participant_id,kondisi,area,cakupan,n_win,artifact_prone,is_simulated,offset_db,exponent,theta_periodic_db,mu_periodic_db,beta_periodic_db
P36,EO,frontopolar,1.0,1,True,False,,,,,
P36,EO,frontal,1.0,1,False,False,,,,,
P36,EO,frontotemporal,1.0,0,True,False,,,,,
P36,EO,sentral,1.0,1,False,False,,,,,
P36,EO,temporal,1.0,3,True,False,36.70756326393444,1.1820806775433694,1.4577599961021215,1.8808492719997636,1.1113017844184645
P36,EO,parietal,1.0,2,False,False,37.87439263478885,1.3171237363912267,-0.31560685714433934,1.686216434830993,1.283851686284797
P36,EO,temporo-posterior,1.0,0,False,False,,,,,
P36,EO,oksipital,1.0,1,False,False,,,,,
P36,EC,frontopolar,1.0,17,True,False,34.20779290595431,1.1904744334650066,-2.309933670215906,0.47717255398392666,0.14841705897836627
P36,EC,frontal,1.0,3,False,False,30.636838321280706,1.4139989005207105,-0.9530340394574408,0.610465975686856,1.1879795163010254
P36,EC,frontotemporal,1.0,14,True,False,30.06235794122613,0.9172558156788213,0.3244273045694407,-0.41126610144341424,0.17499430648183956
P36,EC,sentral,1.0,8,False,False,32.91520298933056,1.128806714171508,-0.8940135275519673,1.5662108565180062,0.7890972829708908
P36,EC,temporal,1.0,16,True,False,34.30569255150506,1.2795571052071328,-0.4395288984494833,0.2979248241168757,0.3358520630719545
P36,EC,parietal,1.0,14,False,False,31.87374099127707,0.9862960151384279,-1.1084558007663925,1.192439695245064,0.35347333787668345
P36,EC,temporo-posterior,1.0,2,False,False,34.460534425592634,1.0344366339240696,1.3725077256833447,0.9186161939983255,0.7827892023310856
P36,EC,oksipital,1.0,6,False,False,35.00223374436206,1.058176258732447,-2.7276554196268776,0.8379113189374943,0.10592665865619048
