participant_id,task,rep,compliance,phase_source,dur_turun,dur_tahan,dur_naik,latency_hud,arm_lead,depth_px,is_simulated
P16,NGEED,1,incomplete,video,0.0,4.138000000000001,0.0,-0.38200000000000056,2.138,56.058734130859364,False
P16,NGEED,2,incomplete,video,,,,,,1.6169281005859375,False
P16,AGEM KANAN,1,incomplete,video,4.055,0.875,0.0,1.1599999999999966,0.0,17.220062255859375,False
P16,AGEM KANAN,2,ok,video,1.5970000000000013,1.1389999999999958,2.8740000000000023,2.276999999999994,7.929000000000002,48.40419006347656,False
P16,AGEM KIRI,1,late,video,3.1940000000000026,1.6670000000000016,1.1940000000000026,3.519999999999996,9.400999999999996,42.90578613281252,False
P16,AGEM KIRI,2,ok,video,1.402000000000001,2.736000000000004,2.596999999999994,1.9789999999999992,0.0,47.114471435546875,False
P16,NGEED,3,late,video,1.4720000000000368,1.9989999999999668,1.0550000000000068,3.486499999999978,1.26400000000001,44.17241516113279,False
P16,NGEED,4,ok,video,2.1240000000000236,2.401999999999987,2.0,1.6874999999999432,7.61099999999999,61.05214843750002,False
P16,AGEM KANAN,3,late,video,2.137999999999977,2.458000000000027,2.33299999999997,3.617999999999995,9.540999999999997,46.935394287109375,False
P16,AGEM KANAN,4,late,video,2.470999999999947,2.07000000000005,1.4019999999999868,3.8125,6.930000000000007,48.810150146484375,False
P16,AGEM KIRI,3,ok,video,1.66700000000003,1.80499999999995,1.8610000000000468,2.9499999999999886,8.192999999999984,49.1361083984375,False
P16,AGEM KIRI,4,late,video,1.9440000000000168,1.86099999999999,1.5,3.2490000000000236,9.12299999999999,43.14676513671873,False
