participant_id,task,rep,compliance,phase_source,dur_turun,dur_tahan,dur_naik,latency_hud,arm_lead,depth_px,is_simulated
P25,NGEED,1,ok,video,1.5270000000000001,2.068999999999999,1.3330000000000002,2.4165,5.402,59.39537353515624,False
P25,NGEED,2,ok,video,1.5269999999999975,2.7360000000000007,0.8060000000000009,2.118500000000001,7.9990000000000006,61.10711364746095,False
P25,AGEM KANAN,1,ok,video,1.666000000000004,2.3329999999999984,0.8609999999999971,2.5195000000000007,5.137999999999998,45.506805419921875,False
P25,AGEM KANAN,2,ok,video,1.860999999999997,2.6799999999999997,0.6530000000000058,2.1799999999999997,1.0,49.92425537109375,False
P25,AGEM KIRI,1,ok,video,2.332000000000008,1.4029999999999916,1.125,2.2849999999999966,0.0,59.3963623046875,False
P25,AGEM KIRI,2,ok,video,1.8059999999999974,1.8610000000000042,1.0,2.443499999999986,1.1239999999999952,65.26763916015625,False
P25,NGEED,3,ok,video,1.2769999999999868,2.458000000000027,1.47199999999998,2.055000000000007,0.72199999999998,50.44169616699219,False
P25,NGEED,4,ok,video,2.40300000000002,1.6659999999999968,1.5269999999999868,1.6519999999999868,6.665999999999997,81.01336669921875,False
P25,AGEM KANAN,3,short_hold,video,0.66700000000003,0.45799999999997,3.805000000000007,2.388499999999965,8.27600000000001,35.30748901367184,False
P25,AGEM KANAN,4,ok,video,2.8600000000000136,1.5409999999999968,1.4580000000000268,1.6874999999999432,0.0,72.07415771484375,False
P25,AGEM KIRI,3,ok,video,1.4019999999999868,2.930000000000007,0.7919999999999732,2.083500000000015,5.26400000000001,76.62101440429689,False
P25,AGEM KIRI,4,ok,video,1.2080000000000268,2.59699999999998,0.86099999999999,2.312000000000012,7.860000000000014,60.8707336425781,False
