task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,5.089,8.089,10.089,13.089,0.10499999999999865,6.652,8.843,11.274,11.944,25.694171142578114,6.38125,0.980682373046875,1.0,ok,video,5.511,lengan,0.04691627711306159,True,2.582499999999996,NGEED,1,,16.24493408203125,False,
NGEED,2,21.119,24.119,26.119,29.119,0.036000000000001364,22.341,23.674,24.604,28.34,33.140972900390636,22.2265,0.91644287109375,1.0,short_hold,video,16.467,lengan,0.8861633826701707,False,2.582499999999996,NGEED,2,,43.68548583984375,False,
AGEM KANAN,1,37.1515,40.1515,42.1515,45.1515,0.0009999999999976694,38.408,39.797,41.338,44.337,31.193115234375,38.2585,0.927947998046875,1.0,ok,video,38.408,batang_tubuh,0.06277638200787371,True,2.582499999999996,AGEM KANAN,1,,11.0047607421875,False,
AGEM KANAN,2,53.121,56.121,58.121,61.121,0.035000000000003695,54.266,54.739,55.6,60.266,18.98779296875,54.199749999999995,1.58013916015625,1.0,short_hold,video,50.198,lengan,0.41290951989096614,False,2.582499999999996,AGEM KANAN,2,,10.0899658203125,False,
AGEM KIRI,1,69.15350000000001,72.15350000000001,74.15350000000001,77.15350000000001,1.0334999999999894,71.736,73.404,74.472,78.805,20.746618652343727,71.4375,1.68743896484375,1.0,ok,video,63.265,lengan,0.18434738812271176,True,2.582499999999996,AGEM KIRI,1,,34.415557861328125,False,
AGEM KIRI,2,85.186,88.186,90.186,93.186,0.0010000000000047748,88.54,90.066,92.4,93.136,27.730987548828125,88.35975,1.678955078125,1.0,late,video,88.54,batang_tubuh,0.19152207190799053,True,2.582499999999996,AGEM KIRI,2,,27.405075073242188,False,
NGEED,3,278.2185,281.2185,283.2185,286.2185,0.0,280.33,282.066,284.329,285.259,36.494049072265625,280.22925,1.401885986328125,1.0,ok,video,277.663,lengan,0.04052726249480489,True,2.582499999999996,NGEED,3,,88.97412109375,False,
NGEED,4,294.182,297.182,299.182,302.182,1.06899999999996,296.536,298.328,300.66,301.465,45.9686279296875,296.4355,1.6451416015625,1.0,ok,video,289.995,lengan,1.107043749585076,False,2.582499999999996,NGEED,4,,92.43182373046875,False,
AGEM KANAN,3,310.252,313.252,315.252,318.252,0.9995000000000118,313.179,315.277,316.596,317.129,28.062667846679688,313.09824999999995,1.58013916015625,0.9438202247191011,ok,video,311.916,lengan,0.1899609322962403,True,2.582499999999996,AGEM KANAN,3,,-15.758209228515625,False,
AGEM KANAN,4,326.2825,329.2825,331.2825,334.2825,0.9699999999999704,,,,,8.214630126953125,329.63775,1.5235595703125,1.0,incomplete,video,329.128,batang_tubuh,0.5392176894756981,False,2.582499999999996,AGEM KANAN,4,tanpa_turun,,False,tidak_turun
AGEM KIRI,3,342.3135,345.3135,347.3135,350.3135,0.028499999999951342,345.528,345.931,348.334,348.806,18.73771972656249,345.47575,1.535064697265625,1.0,late,video,343.667,lengan,0.5636650697005985,False,2.582499999999996,AGEM KIRI,3,,-6.956451416015625,False,
AGEM KIRI,4,358.346,361.346,363.346,366.346,0.9990000000000236,360.998,362.192,363.595,364.596,16.96107177734376,360.9805,1.584442138671875,1.0,ok,video,352.472,lengan,0.28063062317418874,False,2.582499999999996,AGEM KIRI,4,,-10.573318481445312,False,
