frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
13,0.504,"BeRsie?
(5)
",UNKNOWN,
28,1.005,"ee
(5)
",UNKNOWN,
30,1.082,"ee
(5)
",UNKNOWN,
31,1.101,"a
4)
",UNKNOWN,
32,1.15,"=m
BERSIAP
)
",BERSIAP,
36,1.267,"=m
BERSIAP
)
",BERSIAP,
44,1.558,"=m
BERSIAP
)
",BERSIAP,
59,2.039,"=
BERSIAP
)
",BERSIAP,
74,2.532,"=
BERSIAP
()
",BERSIAP,
88,3.0,"=
BERSIAP
(3)
",BERSIAP,
104,3.539,"=""
BERSIAP
(2)
",BERSIAP,
117,4.023,"=m
BERSIAP
2)
",BERSIAP,
132,4.508,"BERSIAP
@)
",BERSIAP,
148,5.046,"BERSIAP
@)
",BERSIAP,
149,5.072,"BERSIAP
@)
",BERSIAP,
150,5.106,"NGEED
~
1
TURUN
",NGEED,TURUN
151,5.147,"NGEED
~
1
TURUN
",NGEED,TURUN
155,5.267,"NGEED
~
1
TURUN
",NGEED,TURUN
162,5.511,"NGEED
~
1
TURUN
",NGEED,TURUN
176,6.026,"NGEED
~
1
TURUN
",NGEED,TURUN
190,6.503,"NGEED
2 \
TURUN
",NGEED,TURUN
206,7.03,"NGEED
2
TURUN
",NGEED,TURUN
211,7.292,"NGEED
TURUN
",NGEED,TURUN
212,7.335,"NGEED
TURUN
",NGEED,TURUN
213,7.378,"NGEED
TURUN
",NGEED,TURUN
214,7.416,"NGEED
3)
",NGEED,
217,7.532,"NGEED
3)
",NGEED,
229,8.007,"NGEED
3)
",NGEED,
232,8.143,"NGEED
3)
",NGEED,
233,8.183,"NGEED
3)
",NGEED,
234,8.205,"NGEED
+)
TAHAN
",NGEED,TAHAN
235,8.247,"NGEED
+)
TAHAN
",NGEED,TAHAN
241,8.508,"NGEED
>
TAHAN
",NGEED,TAHAN
256,9.038,"NGEED
+)
TAHAN
",NGEED,TAHAN
270,9.519,"NGEED
TAHAN
",NGEED,TAHAN
285,10.01,"NGEED
TAHAN
",NGEED,TAHAN
286,10.036,"NGEED
TAHAN
",NGEED,TAHAN
287,10.077,"NGEED
TAHAN
",NGEED,TAHAN
288,10.107,"NGEED
NAIK )
",NGEED,NAIK
289,10.143,"NGEED
NAIK )
",NGEED,NAIK
290,10.201,"NGEED
",NGEED,
292,10.28,"NGEED
Y)
",NGEED,
300,10.537,"NGEED
Y
",NGEED,
315,11.038,"NGEED
Y
",NGEED,
316,11.064,"NGEED
Y
",NGEED,
